param_set_id,alpha,beta,nu,rho,F0,n_valid_points,mean_residual,std_residual,rmse,max_abs_residual,wing_rmse,mc_computation_time,hagan_computation_time
0,0.5,0.6,0.3,-0.2,1.0,21,-0.008366784158866568,0.004672549642340065,0.009583099567529955,0.022642133936564668,0.010627295667680389,3.659823417663574,0.0002579689025878906
1,0.5,0.9,0.3,-0.2,1.0,21,-0.009220153272489448,0.0026914129816623983,0.009604943008995876,0.017869478715097253,0.010063340008472966,3.79276704788208,0.0002803802490234375
2,0.5,0.3,0.3,-0.2,1.0,21,-0.022887533962380264,0.022626957171698693,0.0321841327633509,0.09629094193009691,0.03805556437174945,4.054019212722778,0.00026345252990722656
3,0.5,0.6,0.3,-0.5,1.0,21,-0.006387052668494143,0.00633805710790606,0.008998078111085538,0.02454501407061993,0.010304367660191823,3.6594574451446533,0.00026917457580566406
