param_set_id,F0,alpha,beta,nu,rho,strike,maturity,moneyness,mc_volatility,hagan_volatility,residual
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.3,3.0,0.3,0.6527260655939482,0.5266044732867112,0.12612159230723696
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.4,3.0,0.4,0.6170114132081739,0.45643251447699257,0.1605788987311813
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.48000000000000004,3.0,0.48000000000000004,0.5980270590506707,0.4166672131518647,0.18135984589880594
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.56,3.0,0.56,0.5844060870762762,0.38267584765105667,0.2017302394252195
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.64,3.0,0.64,0.5749029372271159,0.3532002847447347,0.22170265248238125
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.72,3.0,0.72,0.5681499211524036,0.32748601985401044,0.24066390129839316
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.8,3.0,0.8,0.563597049712317,0.3051119583637535,0.25848509134856357
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.88,3.0,0.88,0.5606454785329137,0.2858995999819411,0.2747458785509726
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,0.9600000000000001,3.0,0.9600000000000001,0.5589636274522902,0.2698477051143274,0.28911592233796285
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.04,3.0,1.04,0.5581502639919775,0.25705319653288133,0.3010970674590962
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.12,3.0,1.12,0.5578740919136241,0.2475943724296111,0.310279719484013
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.2000000000000002,3.0,1.2000000000000002,0.5580729456829254,0.24139584713695236,0.31667709854597303
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.28,3.0,1.28,0.5586479059171667,0.23814930076684915,0.3204986051503176
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.3599999999999999,3.0,1.3599999999999999,0.5594561528708398,0.23735151410220703,0.3221046387686328
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.44,3.0,1.44,0.5605164869286106,0.23842662751233823,0.32208985941627233
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.52,3.0,1.52,0.5617767330582359,0.2408422742231904,0.32093445883504557
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.6,3.0,1.6,0.5631353131057759,0.2441681661148578,0.3189671469909181
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.6800000000000002,3.0,1.6800000000000002,0.5645844849813686,0.24808379258431412,0.3165006923970545
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.7600000000000002,3.0,1.7600000000000002,0.5660786041890145,0.252361406653857,0.3137171975351575
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.8399999999999999,3.0,1.8399999999999999,0.5675875890786736,0.2568433358978017,0.3107442531808719
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,1.92,3.0,1.92,0.5690875434999486,0.2614219772534544,0.3076655662464942
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,2.0,3.0,2.0,0.5706371189606794,0.26602456207710573,0.30461255688357364
0,1.0,0.23671887045489332,0.6531850053904315,0.6246207478701595,-0.27341522412396546,2.5,3.0,2.5,0.580094290553779,0.3062932512183534,0.27380103933542566
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.3,3.0,0.3,0.5922908988624275,0.21221961341861093,0.3800712854438165
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.4,3.0,0.4,0.5809695928602058,0.11616791728979196,0.4648016755704138
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.48000000000000004,3.0,0.48000000000000004,0.5738460330694175,0.11210837301357199,0.4617376600558455
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.56,3.0,0.56,0.5684522647662518,0.10819008512037978,0.460262179645872
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.64,3.0,0.64,0.5642059693901252,0.10441106580758241,0.4597949035825428
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.72,3.0,0.72,0.5607909184045495,0.10077161795497373,0.4600193004495758
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.8,3.0,0.8,0.5581586906839305,0.09727454254030155,0.460884148143629
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.88,3.0,0.88,0.5561733712778415,0.09392539083833297,0.46224798043950854
1,1.0,0.0833194598669251,0.7438819895022963,0.29871590349000515,-0.5720291643561742,0.9600000000000001,3.0,0.9600000000000001,0.5547524507260174,0.09073272841658689,0.46401972230943056
