param_set_id,F0,alpha,beta,nu,rho,strike,maturity,moneyness,mc_volatility,hagan_volatility,residual
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.3,3.0,0.3,0.7229911163730179,0.496552502604878,0.22643861376813995
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.4,3.0,0.4,0.6659260742562964,0.4351689361897649,0.23075713806653148
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.48000000000000004,3.0,0.48000000000000004,0.633528538179475,0.40006596478897455,0.23346257339050042
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.56,3.0,0.56,0.608548542138741,0.37115976593012034,0.23738877620862064
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.64,3.0,0.64,0.5891025976553517,0.34666831993529534,0.24243427772005632
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.72,3.0,0.72,0.5736910968384961,0.3254826388669205,0.24820845797157554
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.8,3.0,0.8,0.5611434733588359,0.30686973226774406,0.2542737410910918
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.88,3.0,0.88,0.5512061732296781,0.29032299749604634,0.2608831757336318
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,0.9600000000000001,3.0,0.9600000000000001,0.543194483156447,0.2754803413346007,0.26771414182184633
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.04,3.0,1.04,0.5368239328864463,0.2620763544167289,0.27474757846971737
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.12,3.0,1.12,0.5317297371259172,0.2499128381082072,0.28181689901771
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.2000000000000002,3.0,1.2000000000000002,0.5275632882059229,0.23883976647004715,0.2887235217358758
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.28,3.0,1.28,0.5241578384649873,0.228742421990548,0.2954154164744393
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.3599999999999999,3.0,1.3599999999999999,0.521477850080167,0.21953228353748,0.301945566542687
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.44,3.0,1.44,0.5193739889216965,0.21114023318329705,0.30823375573839945
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.52,3.0,1.52,0.517725656294431,0.20351122012743014,0.31421443616700084
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.6,3.0,1.6,0.5164753526014159,0.19659988191374608,0.31987547068766975
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.6800000000000002,3.0,1.6800000000000002,0.5155342114680483,0.19036687355625867,0.32516733791178964
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.7600000000000002,3.0,1.7600000000000002,0.5149273314957887,0.1847758329777147,0.330151498518074
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.8399999999999999,3.0,1.8399999999999999,0.5145325114507812,0.1797910219728332,0.33474148947794796
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,1.92,3.0,1.92,0.5142585582742047,0.17537571881619723,0.3388828394580075
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,2.0,3.0,2.0,0.5141409356682928,0.17149140221369144,0.34264953345460136
0,1.0,0.2645785737050908,0.4039411374929922,0.25117876667508376,-0.7081518418043875,2.5,3.0,2.5,0.5156495186389347,0.15494563831018146,0.3607038803287532
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.3,3.0,0.3,0.4715285481452708,0.4223086681781924,0.049219879967078384
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.4,3.0,0.4,0.4200598042466034,0.1942754140642043,0.2257843901823991
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.47582635322513245,3.0,0.47582635322513245,0.3893369867353634,0.18259557855911718,0.2067414081762462
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.5516527064502649,3.0,0.5516527064502649,0.36336987679257626,0.1712646894954866,0.19210518729708967
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.6274790596753973,3.0,0.6274790596753973,0.3414181732058427,0.16027175855823877,0.18114641464760395
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.7033054129005297,3.0,0.7033054129005297,0.32215142845260997,0.14962223855871398,0.17252918989389598
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.7791317661256622,3.0,0.7791317661256622,0.3049804226397175,0.1393467690945405,0.16563365354517698
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.8549581193507946,3.0,0.8549581193507946,0.28937664154652426,0.12951682181620777,0.1598598197303165
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,0.930784472575927,3.0,0.930784472575927,0.2752419556838737,0.12027164243358976,0.15497031325028396
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.0066108258010593,3.0,1.0066108258010593,0.26239600762417414,0.11186011148149025,0.1505358961426839
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.0824371790261917,3.0,1.0824371790261917,0.2506557565134044,0.10468733293499671,0.14596842357840767
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.1582635322513242,3.0,1.1582635322513242,0.23966347870766921,0.09930533824367781,0.14035814046399142
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.2340898854764566,3.0,1.2340898854764566,0.22960239198140703,0.09622365950309279,0.13337873247831422
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.309916238701589,3.0,1.309916238701589,0.2203216183575027,0.09556055807651934,0.12476106028098335
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.3857425919267214,3.0,1.3857425919267214,0.2118579489966597,0.09692296812592203,0.11493498087073765
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.4615689451518539,3.0,1.4615689451518539,0.204285091884731,0.0996900886953637,0.10459500318936732
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.5373952983769863,3.0,1.5373952983769863,0.19753161664635108,0.10331674584184698,0.0942148708045041
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.6132216516021187,3.0,1.6132216516021187,0.19140295199601276,0.1074267917836131,0.08397616021239966
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.6890480048272511,3.0,1.6890480048272511,0.18575591986611614,0.11178537281675759,0.07397054704935856
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.7648743580523836,3.0,1.7648743580523836,0.18071656242408635,0.11625076430025642,0.06446579812382992
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.840700711277516,3.0,1.840700711277516,0.17628327096586388,0.12073804294736819,0.05554522801849569
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,1.9165270645026484,3.0,1.9165270645026484,0.1728910579720905,0.12519631714148094,0.04769474083060957
1,1.0,0.09119941307320988,0.6249687093355255,0.8034306531691597,-0.3623566054394345,2.5,3.0,2.5,0.16050811833674444,0.24371576164763323,-0.08320764331088878
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.3,3.0,0.3,0.3483973616439392,0.4662190757008714,-0.1178217140569322
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.7156683692861305,3.0,0.7156683692861305,0.17076100519993972,0.43521852724084575,-0.264457522040906
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.74568115252815,3.0,0.74568115252815,0.1616068444188517,0.42496262248624644,-0.26335577806739474
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.7756939357701697,3.0,0.7756939357701697,0.1527261248922176,0.4257823249348633,-0.2730562000426457
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.8057067190121892,3.0,0.8057067190121892,0.14411537679205053,0.43538240067122225,-0.2912670238791717
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.8357195022542088,3.0,0.8357195022542088,0.13578267934052654,0.4507665184904365,-0.3149838391499099
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.8657322854962283,3.0,0.8657322854962283,0.12782416174854094,0.46915332031453477,-0.34132915856599383
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.8957450687382478,3.0,0.8957450687382478,0.12027373571415392,0.4886035039081846,-0.3683297681940306
2,1.0,0.44585243326167395,0.8963891822594394,0.6492085933774805,0.6855527884179042,0.9257578519802674,3.0,0.9257578519802674,0.11324594296447961,0.5080013031640299,-0.3947553601995503
